#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5
0,0,20,1,0.000000,24,1,16,9,6,
1,0,20,1,0.000000,4,20,17,15,15,
2,0,20,1,0.000000,13,11,10,20,7,
3,1,19,1,0.000000,23,17,6,17,7,
4,1,19,1,0.000000,3,6,10,23,27,
5,1,19,1,0.000000,10,17,18,7,16,
6,2,18,1,0.000000,10,15,17,11,25,
7,2,18,1,0.000000,7,27,1,24,14,
8,2,18,1,0.000000,0,10,9,10,2,
9,3,17,1,0.000000,16,18,3,6,7,
10,3,17,1,0.000000,10,9,26,4,17,
11,3,17,1,0.000000,25,15,6,15,22,
12,4,16,1,0.000000,7,9,10,24,20,
13,4,16,1,0.000000,19,16,3,4,12,
14,4,16,1,0.000000,1,5,6,10,15,
15,5,15,1,0.000000,20,26,5,24,16,
16,5,15,1,0.000000,25,18,10,23,23,
17,5,15,1,0.000000,27,4,22,17,3,
18,6,14,1,0.000000,0,24,12,10,5,
19,6,14,1,0.000000,17,13,21,20,18,
20,6,14,1,0.000000,5,22,7,12,16,
21,7,13,1,0.000000,22,4,27,12,12,
22,7,13,1,0.000000,15,9,3,25,16,
23,7,13,1,0.000000,10,8,4,4,26,
24,8,12,1,0.000000,7,4,22,19,27,
25,8,12,1,0.000000,27,20,12,20,25,
26,8,12,1,0.000000,14,10,19,21,6,
27,9,11,1,0.000000,19,0,22,18,24,
28,9,11,1,0.000000,7,6,17,22,15,
29,10,10,1,0.000000,6,0,12,12,3,
30,10,10,1,0.000000,11,24,24,8,0,
31,10,10,1,0.000000,21,6,10,24,12,
32,11,9,1,0.000000,0,15,24,23,6,
33,11,9,1,0.000000,20,14,24,9,8,
34,11,9,1,0.000000,23,10,12,3,3,
35,12,8,1,0.000000,6,12,2,14,20,
36,12,8,1,0.000000,2,19,10,25,15,
37,13,7,1,0.000000,5,22,6,1,15,
38,13,7,1,0.000000,26,24,25,10,12,
39,14,6,1,0.000000,7,0,24,1,25,
40,15,5,1,0.000000,27,15,17,17,0,
41,15,5,1,0.000000,16,16,9,26,26,
42,17,3,1,0.000000,26,22,18,27,11,
