#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5,center_r6
0,0,11,1,0.000000,10,9,1,11,11,14,
1,0,11,1,0.000000,0,4,6,1,13,12,
2,0,11,1,0.000000,11,12,7,8,8,6,
3,0,11,1,0.000000,1,1,10,9,9,7,
4,0,11,1,0.000000,1,13,14,10,8,2,
5,0,11,1,0.000000,10,2,11,12,13,6,
6,0,11,1,0.000000,10,13,11,0,15,8,
7,0,11,1,0.000000,12,10,5,3,2,13,
8,0,11,1,0.000000,9,3,14,3,13,7,
9,0,11,1,0.000000,10,14,4,9,8,12,
10,0,11,1,0.000000,11,3,14,6,15,11,
11,0,11,1,0.000000,12,9,9,7,9,8,
12,0,11,1,0.000000,0,5,2,5,8,4,
13,0,11,1,0.000000,2,1,8,0,4,5,
14,0,11,1,0.000000,7,14,3,11,7,11,
15,0,11,1,0.000000,7,2,14,5,8,13,
16,0,11,1,0.000000,0,5,6,9,12,15,
17,0,11,1,0.000000,1,12,4,3,1,12,
18,0,11,1,0.000000,8,3,13,0,3,1,
19,0,11,1,0.000000,5,10,0,8,5,7,
20,0,11,1,0.000000,3,12,10,2,1,2,
21,0,11,1,0.000000,15,2,7,6,11,4,
22,0,11,1,0.000000,5,13,0,10,0,2,
23,0,11,1,0.000000,6,8,5,4,8,9,
24,0,11,1,0.000000,5,13,3,5,5,9,
25,0,11,1,0.000000,13,9,5,7,11,7,
26,0,11,1,0.000000,9,10,9,1,0,4,
27,0,11,1,0.000000,5,6,1,5,0,2,
28,0,11,1,0.000000,7,6,10,13,10,3,
29,0,11,1,0.000000,6,0,0,9,5,6,
30,0,11,1,0.000000,2,2,15,8,9,10,
31,0,11,1,0.000000,15,3,4,8,4,5,
32,0,11,1,0.000000,12,9,11,14,14,11,
33,0,11,1,0.000000,0,6,1,10,3,12,
34,0,11,1,0.000000,13,9,12,14,2,1,
35,0,11,1,0.000000,4,5,4,3,13,13,
36,0,11,1,0.000000,13,12,0,1,4,4,
37,0,11,1,0.000000,6,0,13,1,14,12,
38,0,11,1,0.000000,12,14,2,14,9,5,
39,0,11,1,0.000000,10,6,14,6,4,0,
40,0,11,1,0.000000,7,8,5,11,11,2,
41,0,11,1,0.000000,9,8,14,9,10,2,
42,0,11,1,0.000000,14,0,3,11,2,1,
43,0,11,1,0.000000,7,14,0,9,12,9,
44,0,11,1,0.000000,14,6,15,12,12,4,
45,0,11,1,0.000000,13,4,12,2,15,8,
46,0,11,1,0.000000,5,8,0,3,2,10,
47,0,11,1,0.000000,6,0,11,9,11,13,
48,0,11,1,0.000000,10,3,11,10,12,8,
49,0,11,1,0.000000,3,11,14,3,7,11,
