#id,creation_time,radius,volume,volume_perc,center_x,center_y,center_z
0,0,15,1,0.000008,44,46,33,
1,0,15,1,0.000008,46,21,15,
2,0,15,1,0.000008,33,44,24,
3,0,15,1,0.000008,7,5,39,
4,0,15,1,0.000008,36,3,25,
5,0,15,1,0.000008,41,40,8,
6,0,15,1,0.000008,12,19,18,
7,0,15,1,0.000008,11,17,43,
8,0,15,1,0.000008,39,17,7,
9,0,15,1,0.000008,12,3,37,
10,0,15,1,0.000008,41,47,35,
11,0,15,1,0.000008,27,46,9,
12,0,15,1,0.000008,44,29,3,
13,0,15,1,0.000008,19,38,10,
14,0,15,1,0.000008,10,25,13,
15,0,15,1,0.000008,35,18,5,
16,0,15,1,0.000008,46,30,26,
17,0,15,1,0.000008,14,41,44,
18,0,15,1,0.000008,9,32,13,
19,0,15,1,0.000008,18,46,16,
20,0,15,1,0.000008,7,38,14,
21,0,15,1,0.000008,43,17,10,
22,0,15,1,0.000008,2,11,41,
23,0,15,1,0.000008,7,32,32,
24,0,15,1,0.000008,17,42,9,
25,0,15,1,0.000008,33,30,27,
26,0,15,1,0.000008,40,26,7,
27,0,15,1,0.000008,17,42,1,
28,0,15,1,0.000008,13,3,33,
29,0,15,1,0.000008,28,22,30,
30,0,15,1,0.000008,47,29,20,
31,0,15,1,0.000008,13,22,37,
32,0,15,1,0.000008,25,26,0,
33,0,15,1,0.000008,16,33,33,
34,0,15,1,0.000008,0,3,25,
35,0,15,1,0.000008,9,36,5,
36,0,15,1,0.000008,36,26,33,
37,0,15,1,0.000008,46,45,25,
38,0,15,1,0.000008,49,10,29,
39,0,15,1,0.000008,32,39,1,
40,0,15,1,0.000008,14,36,32,
41,0,15,1,0.000008,36,1,7,
42,0,15,1,0.000008,25,26,33,
43,0,15,1,0.000008,26,44,19,
44,0,15,1,0.000008,9,45,22,
45,0,15,1,0.000008,34,6,10,
46,0,15,1,0.000008,42,43,38,
47,0,15,1,0.000008,25,41,36,
48,0,15,1,0.000008,3,40,46,
49,0,15,1,0.000008,32,24,37,
50,0,15,1,0.000008,35,41,25,
51,0,15,1,0.000008,17,27,26,
52,0,15,1,0.000008,24,5,2,
53,0,15,1,0.000008,10,31,47,
54,0,15,1,0.000008,31,40,44,
55,0,15,1,0.000008,5,26,0,
56,0,15,1,0.000008,17,20,45,
57,0,15,1,0.000008,5,48,38,
58,0,15,1,0.000008,41,1,28,
59,0,15,1,0.000008,40,35,5,
60,0,15,1,0.000008,27,22,46,
61,0,15,1,0.000008,3,41,25,
62,0,15,1,0.000008,29,18,30,
63,0,15,1,0.000008,34,28,13,
