# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_sporadic,4,16777216,16139887,67,4.3653986827,1.0827146232E-06,5.0000000000,1.7648227932E-07
