# log(t);log(-log(1-X))
0.0000000000,-11.3305979081
0.6931471806,-10.4482002278
1.0986122887,-9.8642408388
1.3862943611,-9.4460232042
1.6094379124,-9.1059248541
1.7917594692,-8.8250044667
1.9459101491,-8.5843084338
2.0794415417,-8.3816740435
2.1972245773,-8.2059022473
2.3025850930,-8.0407979908
2.3978952728,-7.8964306749
2.4849066498,-7.7608581739
2.5649493575,-7.6311191180
2.6390573296,-7.5199734953
2.7080502011,-7.4099795237
2.7725887222,-7.3064058272
2.8332133441,-7.2071393182
2.8903717579,-7.1193070045
2.9444389792,-7.0351484891
2.9957322736,-6.9533215274
3.0445224377,-6.8738032800
3.0910424534,-6.7965499988
3.1354942159,-6.7223350403
3.1780538303,-6.6563537164
3.2188758249,-6.5929898419
3.2580965380,-6.5306468091
3.2958368660,-6.4700170041
3.3322045102,-6.4104093770
3.3672958300,-6.3524244861
3.4011973817,-6.2954383919
3.4339872045,-6.2404912619
3.4657359028,-6.1918237352
3.4965075615,-6.1444761045
3.5263605246,-6.0979262064
3.5553480615,-6.0525899221
3.5835189385,-6.0079920102
3.6109179126,-5.9641226389
3.6375861597,-5.9205969857
3.6635616461,-5.8781658232
3.6888794541,-5.8364261858
3.7135720667,-5.7953646679
3.7376696183,-5.7549674533
3.7612001157,-5.7149160482
3.7841896339,-5.6808054190
3.8066624898,-5.6466782884
3.8286413965,-5.6131234900
3.8501476017,-5.5798558873
3.8712010109,-5.5471404235
3.8918202981,-5.5147092903
3.9120230054,-5.4828098424
3.9318256327,-5.4509562488
3.9512437186,-5.4198550968
3.9702919136,-5.3888079285
3.9889840466,-5.3582647816
4.0073331852,-5.3280015219
4.0253516907,-5.2982210522
4.0430512678,-5.2687120128
4.0604430105,-5.2396653323
4.0775374439,-5.2106972072
4.0943445622,-5.1823612156
4.1108738642,-5.1541049969
4.1271343850,-5.1262820956
4.1431347264,-5.0987134827
4.1588830834,-5.0754168589
4.1743872699,-5.0523325663
4.1896547420,-5.0294581467
4.2046926194,-5.0066406967
4.2195077052,-4.9841818593
4.2341065046,-4.9617814113
4.2484952420,-4.9394462302
4.2626798770,-4.9174579447
4.2766661190,-4.8955352050
4.2904594411,-4.8738156563
4.3040650932,-4.8522962715
4.3174881135,-4.8309740597
4.3307333403,-4.8098460670
4.3438054219,-4.7889093784
4.3567088267,-4.7681611185
4.3694478525,-4.7474821477
4.3820266347,-4.7269906417
4.3944491547,-4.7066836466
4.4067192473,-4.6864487826
4.4188406078,-4.6665042975
4.4308167988,-4.6466304684
4.4426512565,-4.6269338489
4.4543472963,-4.6073103492
4.4659081187,-4.5879615309
4.4773368145,-4.5686840185
4.4886363697,-4.5494805938
4.4998096703,-4.5305414303
4.5108595065,-4.5117663855
4.5217885770,-4.4931527938
4.5325994932,-4.4746092772
4.5432947823,-4.4563124151
4.5538768916,-4.4380836859
4.5643481915,-4.4199251947
4.5747109785,-4.4020041095
4.5849674787,-4.3841511862
4.5951198501,-4.3665277899
4.6051701860,-4.3519543437
4.6151205168,-4.3373550161
4.6249728133,-4.3229630587
4.6347289882,-4.3085465821
4.6443908991,-4.2942579849
4.6539603502,-4.2800214618
4.6634390941,-4.2658375741
4.6728288345,-4.2517780722
4.6821312271,-4.2376999758
4.6913478822,-4.2237452417
4.7004803658,-4.2098430748
4.7095302013,-4.1959938753
4.7184988713,-4.1821980057
4.7273878187,-4.1685214179
4.7361984484,-4.1548322746
4.7449321284,-4.1412612423
4.7535901911,-4.1277429686
4.7621739348,-4.1143399137
4.7706846245,-4.1009270386
4.7791234931,-4.0876281806
4.7874917428,-4.0743813203
4.7957905456,-4.0611866304
4.8040210447,-4.0480442581
4.8121843554,-4.0349543265
4.8202815656,-4.0219169358
4.8283137373,-4.0089882633
4.8362819070,-3.9960554613
4.8441870865,-3.9832847852
4.8520302639,-3.9705101067
4.8598124044,-3.9578402072
4.8675344505,-3.9451677400
4.8751973232,-3.9325987755
4.8828019226,-3.9200799770
4.8903491282,-3.9077129295
4.8978398000,-3.8953434006
4.9052747784,-3.8830723877
4.9126548857,-3.8708001186
4.9199809258,-3.8586735698
4.9272536852,-3.8465935925
4.9344739331,-3.8345601860
4.9416424226,-3.8226200703
4.9487598904,-3.8106792084
4.9558270576,-3.7988305061
4.9628446303,-3.7870272042
4.9698132996,-3.7752692662
4.9767337424,-3.7635566443
4.9836066217,-3.7518892804
4.9904325868,-3.7402671064
4.9972122738,-3.7287326824
5.0039463059,-3.7172001695
