#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5,center_r6
0,0,15,1,0.000000,0,4,12,10,15,3,
1,0,15,1,0.000000,13,7,3,5,0,4,
2,0,15,1,0.000000,7,13,3,10,3,4,
3,1,14,1,0.000000,6,14,3,6,8,8,
4,1,14,1,0.000000,0,6,9,6,14,13,
5,1,14,1,0.000000,3,14,1,15,9,1,
6,2,13,1,0.000000,2,6,8,5,11,8,
7,2,13,1,0.000000,9,2,6,12,12,9,
8,2,13,1,0.000000,0,3,7,3,9,0,
9,3,12,1,0.000000,12,9,6,5,15,5,
10,3,12,1,0.000000,2,2,3,4,1,12,
11,3,12,1,0.000000,5,3,2,13,8,13,
12,4,11,1,0.000000,5,2,0,11,14,12,
13,4,11,1,0.000000,5,15,15,12,2,9,
14,4,11,1,0.000000,12,14,2,3,4,2,
15,5,10,1,0.000000,8,6,4,11,10,6,
16,5,10,1,0.000000,8,15,9,10,12,2,
17,5,10,1,0.000000,8,2,4,8,13,2,
18,6,9,1,0.000000,4,2,1,4,15,4,
19,6,9,1,0.000000,13,11,2,15,14,6,
20,6,9,1,0.000000,1,6,13,6,2,7,
21,7,8,1,0.000000,12,10,7,5,4,3,
22,7,8,1,0.000000,14,9,5,15,13,4,
23,8,7,1,0.000000,3,10,0,6,9,14,
24,9,6,1,0.000000,4,3,15,9,3,12,
25,9,6,1,0.000000,14,6,6,14,12,0,
26,10,5,1,0.000000,12,9,11,1,2,12,
27,10,5,1,0.000000,15,7,5,1,8,11,
28,11,4,1,0.000000,7,12,14,7,5,1,
29,11,4,1,0.000000,3,3,8,10,1,4,
30,11,4,1,0.000000,10,14,13,5,15,0,
31,12,3,1,0.000000,1,8,3,10,1,15,
32,12,3,1,0.000000,5,0,6,11,1,14,
33,12,3,1,0.000000,6,9,10,4,0,15,
