#id,creation_time,radius,volume,volume_perc,center_x,center_y
0,0,13,1,0.000400,34,22,
1,0,13,1,0.000400,17,29,
2,0,13,1,0.000400,11,27,
3,0,13,1,0.000400,46,32,
4,1,12,1,0.000400,36,43,
5,1,12,1,0.000400,28,27,
6,1,12,1,0.000400,14,9,
7,1,12,1,0.000400,26,16,
8,2,11,1,0.000400,30,23,
9,2,11,1,0.000400,7,5,
10,2,11,1,0.000400,36,42,
11,3,10,1,0.000400,29,10,
12,3,10,1,0.000400,13,48,
13,3,10,1,0.000400,27,8,
14,3,10,1,0.000400,5,14,
15,4,9,1,0.000400,45,42,
16,4,9,1,0.000400,2,41,
17,4,9,1,0.000400,26,40,
18,5,8,1,0.000400,36,7,
19,5,8,1,0.000400,17,1,
20,5,8,1,0.000400,18,44,
21,5,8,1,0.000400,17,16,
22,6,7,1,0.000400,28,49,
23,6,7,1,0.000400,39,35,
24,6,7,1,0.000400,4,25,
25,6,7,1,0.000400,30,33,
26,7,6,1,0.000400,33,15,
27,7,6,1,0.000400,31,34,
28,8,5,1,0.000400,20,5,
29,9,4,1,0.000400,48,2,
