#id,creation_time,radius,volume,volume_perc,center_x,center_y
0,0,566,1,0.000000,2269,3548,
1,0,566,1,0.000000,3428,1971,
2,0,566,1,0.000000,3742,310,
3,0,566,1,0.000000,2430,2560,
4,0,566,1,0.000000,1488,1336,
5,0,566,1,0.000000,416,2545,
6,0,566,1,0.000000,1438,2135,
7,0,566,1,0.000000,1338,2574,
8,0,566,1,0.000000,1820,2321,
9,0,566,1,0.000000,2132,1640,
10,0,566,1,0.000000,1978,3569,
11,0,566,1,0.000000,3968,653,
12,0,566,1,0.000000,735,2811,
13,0,566,1,0.000000,722,1697,
14,0,566,1,0.000000,2421,1580,
15,0,566,1,0.000000,76,691,
16,0,566,1,0.000000,1481,3856,
17,0,566,1,0.000000,3014,1223,
18,0,566,1,0.000000,166,1445,
19,0,566,1,0.000000,136,1655,
20,0,566,1,0.000000,2781,904,
21,0,566,1,0.000000,552,571,
22,0,566,1,0.000000,3039,1890,
23,0,566,1,0.000000,3498,1211,
24,0,566,1,0.000000,564,1630,
25,0,566,1,0.000000,3204,2894,
26,0,566,1,0.000000,1551,3172,
27,0,566,1,0.000000,3899,2639,
28,0,566,1,0.000000,2335,622,
29,0,566,1,0.000000,336,1109,
30,0,566,1,0.000000,2554,764,
31,0,566,1,0.000000,1800,35,
32,0,566,1,0.000000,972,1166,
33,0,566,1,0.000000,1611,1138,
34,0,566,1,0.000000,2611,2099,
35,0,566,1,0.000000,3145,1744,
36,0,566,1,0.000000,3355,3697,
37,0,566,1,0.000000,2668,2747,
38,0,566,1,0.000000,1940,2166,
39,0,566,1,0.000000,3958,2856,
40,0,566,1,0.000000,148,3514,
41,0,566,1,0.000000,1750,1700,
42,0,566,1,0.000000,3038,1649,
43,0,566,1,0.000000,691,1374,
44,0,566,1,0.000000,2623,1379,
45,0,566,1,0.000000,2835,1178,
46,0,566,1,0.000000,2143,987,
47,0,566,1,0.000000,1565,3467,
48,0,566,1,0.000000,2153,3176,
49,0,566,1,0.000000,605,1117,
