#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,144,147,0.000009
2,3,3,9,1541,1688,0.000098
3,3,3,12,7312,9000,0.000523
4,3,3,15,23810,32810,0.001906
5,3,3,18,60322,93132,0.005411
6,3,3,21,125163,218295,0.012684
7,3,3,24,237416,455711,0.026479
8,3,3,27,407814,863525,0.050175
9,3,2,29,651918,1515443,0.088054
10,3,3,32,989717,2505160,0.145561
11,3,3,35,1380393,3885553,0.225768
12,3,2,37,1760887,5646440,0.328084
13,3,1,38,2008413,7654853,0.444781
14,3,1,39,2083876,9738729,0.565864
15,3,1,40,1951738,11690467,0.679269
16,3,1,41,1664716,13355183,0.775996
17,3,0,41,1328151,14683334,0.853168
18,3,1,42,983767,15667101,0.910329
19,3,0,42,671241,16338342,0.949331
