#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4
0,0,33,1,0.000000,51,26,52,58,
1,0,33,1,0.000000,46,5,60,37,
2,0,33,1,0.000000,30,24,62,18,
3,1,32,1,0.000000,30,34,55,57,
4,1,32,1,0.000000,30,57,16,48,
5,1,32,1,0.000000,5,22,44,30,
6,2,31,1,0.000000,30,15,50,35,
7,2,31,1,0.000000,41,57,33,28,
8,2,31,1,0.000000,19,21,22,2,
9,3,30,1,0.000000,26,19,39,57,
10,3,30,1,0.000000,43,38,11,9,
11,3,30,1,0.000000,8,2,3,38,
12,4,29,1,0.000000,60,19,23,1,
13,4,29,1,0.000000,41,3,31,8,
14,4,29,1,0.000000,18,17,43,59,
15,5,28,1,0.000000,10,12,24,30,
16,5,28,1,0.000000,34,46,32,60,
17,5,28,1,0.000000,1,7,53,44,
18,6,27,1,0.000000,45,1,54,54,
19,6,27,1,0.000000,3,57,28,63,
20,6,27,1,0.000000,12,51,0,53,
21,7,26,1,0.000000,55,31,61,9,
22,7,26,1,0.000000,48,40,5,59,
23,7,26,1,0.000000,53,29,25,23,
24,8,25,1,0.000000,11,57,19,13,
25,8,25,1,0.000000,0,9,57,46,
26,8,25,1,0.000000,10,47,36,13,
27,9,24,1,0.000000,40,0,13,52,
28,9,24,1,0.000000,52,13,42,43,
29,9,24,1,0.000000,45,39,52,29,
30,10,23,1,0.000000,16,57,24,5,
31,10,23,1,0.000000,22,49,28,34,
32,10,23,1,0.000000,42,47,47,43,
33,11,22,1,0.000000,56,40,25,2,
34,11,22,1,0.000000,24,61,16,0,
35,11,22,1,0.000000,61,29,53,49,
36,12,21,1,0.000000,42,31,28,23,
37,12,21,1,0.000000,6,17,53,22,
38,13,20,1,0.000000,63,55,3,41,
39,13,20,1,0.000000,39,50,20,31,
40,13,20,1,0.000000,26,45,34,50,
41,14,19,1,0.000000,42,50,51,40,
42,14,19,1,0.000000,15,40,25,57,
43,15,18,1,0.000000,7,6,36,17,
44,15,18,1,0.000000,19,63,50,18,
45,15,18,1,0.000000,55,53,60,30,
46,16,17,1,0.000000,39,16,61,2,
47,16,17,1,0.000000,62,31,52,40,
48,16,17,1,0.000000,17,39,16,32,
49,17,16,1,0.000000,15,42,26,22,
50,17,16,1,0.000000,32,43,36,39,
51,17,16,1,0.000000,49,8,56,4,
52,18,15,1,0.000000,7,43,23,62,
53,18,15,1,0.000000,32,19,28,8,
54,18,15,1,0.000000,35,26,10,33,
55,19,14,1,0.000000,57,62,10,11,
56,20,13,1,0.000000,48,48,11,33,
57,20,13,1,0.000000,56,4,38,63,
58,20,13,1,0.000000,47,61,62,15,
59,21,12,1,0.000000,16,26,23,51,
60,21,12,1,0.000000,52,33,21,46,
61,22,11,1,0.000000,42,7,34,26,
62,22,11,1,0.000000,55,46,60,47,
63,25,8,1,0.000000,42,40,49,9,
64,29,4,1,0.000000,56,1,55,10,
