#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,16,16,16,16,16,0.000003
1,16,16,32,514,530,0.000085
2,16,16,48,3538,4068,0.000651
3,16,16,64,11341,15409,0.002465
4,16,16,80,29804,45213,0.007234
5,16,16,96,67048,112261,0.017962
6,16,16,112,120931,233192,0.037311
7,16,16,128,197566,430758,0.068921
8,16,14,142,302594,733352,0.117336
9,16,14,156,435944,1169296,0.187087
10,16,13,169,565960,1735256,0.277641
11,16,8,177,670705,2405961,0.384954
12,16,8,185,737260,3143221,0.502915
13,16,7,192,742922,3886143,0.621783
14,16,4,196,686452,4572595,0.731615
15,16,1,197,573044,5145639,0.823302
16,16,1,198,432740,5578379,0.892541
17,16,2,200,293125,5871504,0.939441
